GEMS Contest ID,Contest Sort Seq,District Type,District Type Subheading,District Name,Ballot Title,Ballots Counted for District,Registered Voters for District,Percent Turnout for District,Candidate Sort Seq,Ballot Response,Party Preference,Votes,Percent of Votes
168,1100,City,,City of Newcastle,Council Position No. 6,2733,7119,"38.39 ",10,Tamra Kammin,,1636,"64.51 "
168,1100,City,,City of Newcastle,Council Position No. 6,2733,7119,"38.39 ",20,Maggie Riley,,894,"35.25 "
281,2230,School,,Northshore School District No. 417,Director District No. 5,25250,54396,"46.42 ",10,Amy Cast,,12553,"62.08 "
281,2230,School,,Northshore School District No. 417,Director District No. 5,25250,54396,"46.42 ",20,"Rob Taft, Jr.",,7635,"37.76 "
281,2230,School,,Northshore School District No. 417,Director District No. 5,25250,54396,"46.42 ",30,Write-in,,34,"0.17 "
327,2690,Special Purpose District,Water District,King County Water District No. 111,Commissioner Position No. 1,3669,10225,"35.88 ",20,Write-in,,6,"0.24 "
327,2690,Special Purpose District,Water District,King County Water District No. 111,Commissioner Position No. 1,3669,10225,"35.88 ",10,Patrick M. Hanis,,2528,"99.76 "
369,3110,Special Purpose District,Airport District,King County Airport District,Commissioner Position No. 1,5072,8667,"58.52 ",20,Write-in,,18,"0.64 "
369,3110,Special Purpose District,Airport District,King County Airport District,Commissioner Position No. 1,5072,8667,"58.52 ",10,Kaye Pierson,,2791,"99.36 "
125,670,City,,City of Federal Way,Municipal Court Judge Position No. 1,15659,46992,"33.32 ",10,Rebecca C. Robertson,,11065,"99.03 "
125,670,City,,City of Federal Way,Municipal Court Judge Position No. 1,15659,46992,"33.32 ",20,Write-in,,108,"0.97 "
241,1830,School,,Enumclaw School District No. 216,Director District No. 3,6981,17400,"40.12 ",20,Write-in,,98,"2.18 "
241,1830,School,,Enumclaw School District No. 216,Director District No. 3,6981,17400,"40.12 ",10,Tyson Gamblin,,4400,"97.82 "
98,400,City,,City of Carnation,Council Position No. 2,469,1262,"37.16 ",20,Write-in,,11,"3.27 "
98,400,City,,City of Carnation,Council Position No. 2,469,1262,"37.16 ",10,Jim Ribail,,325,"96.73 "
212,1540,City,,City of Tukwila,Council Position No. 3,3053,9172,"33.29 ",20,Mark M. Larson,,1039,"38.14 "
212,1540,City,,City of Tukwila,Council Position No. 3,3053,9172,"33.29 ",10,Thomas McLeod,,1675,"61.49 "
212,1540,City,,City of Tukwila,Council Position No. 3,3053,9172,"33.29 ",30,Write-in,,10,"0.37 "
371,3130,Special Purpose District,Airport District,King County Airport District,Commissioner Position No. 3,5072,8667,"58.52 ",20,Write-in,,22,"0.78 "
371,3130,Special Purpose District,Airport District,King County Airport District,Commissioner Position No. 3,5072,8667,"58.52 ",10,Bob Therkelsen,,2804,"99.22 "
171,1130,City,,City of Normandy Park,Council Position No. 2,2476,4954,"49.98 ",10,Susan J. West,,1745,"98.81 "
171,1130,City,,City of Normandy Park,Council Position No. 2,2476,4954,"49.98 ",20,Write-in,,21,"1.19 "
391,3330,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 6,2236,5162,"43.32 ",10,Neal Black,,1289,"98.93 "
391,3330,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 6,2236,5162,"43.32 ",20,Write-in,,14,"1.07 "
181,1230,City,,City of Pacific,Council Position No. 7,727,3230,"22.51 ",20,Write-in,,29,"5.56 "
181,1230,City,,City of Pacific,Council Position No. 7,727,3230,"22.51 ",10,Don Thomson,,493,"94.44 "
258,2000,School,,Tukwila School District No. 406,Director District No. 4,2747,8371,"32.82 ",20,Ubah Aden,,766,"29.79 "
258,2000,School,,Tukwila School District No. 406,Director District No. 4,2747,8371,"32.82 ",30,Write-in,,7,"0.27 "
258,2000,School,,Tukwila School District No. 406,Director District No. 4,2747,8371,"32.82 ",10,Edna Morris,,1798,"69.93 "
131,730,City,,City of Issaquah,Council Position No. 5,8206,21420,"38.31 ",20,Write-in,,70,"1.28 "
131,730,City,,City of Issaquah,Council Position No. 5,8206,21420,"38.31 ",10,Stacy Goodman,,5395,"98.72 "
240,1820,School,,Enumclaw School District No. 216,Director District No. 2,6981,17400,"40.12 ",20,Write-in,,72,"1.53 "
240,1820,School,,Enumclaw School District No. 216,Director District No. 2,6981,17400,"40.12 ",10,Jennifer Watterson,,4638,"98.47 "
170,1120,City,,City of Normandy Park,Council Position No. 1,2476,4954,"49.98 ",30,Write-in,,6,"0.26 "
170,1120,City,,City of Normandy Park,Council Position No. 1,2476,4954,"49.98 ",10,Shawn McEvoy,,1153,"50.77 "
170,1120,City,,City of Normandy Park,Council Position No. 1,2476,4954,"49.98 ",20,Earnest Thompson,,1112,"48.97 "
350,2920,Special Purpose District,Sewer & Water District,Snoqualmie Pass Utility District,Commissioner Position No. 2,25,55,"45.45 ",20,David C. Harja,,12,"54.55 "
350,2920,Special Purpose District,Sewer & Water District,Snoqualmie Pass Utility District,Commissioner Position No. 2,25,55,"45.45 ",30,Write-in,,0,"0.00 "
350,2920,Special Purpose District,Sewer & Water District,Snoqualmie Pass Utility District,Commissioner Position No. 2,25,55,"45.45 ",10,Lloyd D. Holman,,10,"45.45 "
266,2080,School,,Snoqualmie Valley School District No. 410,Director District No. 4,10988,26077,"42.14 ",30,Write-in,,27,"0.29 "
266,2080,School,,Snoqualmie Valley School District No. 410,Director District No. 4,10988,26077,"42.14 ",10,Gary Fancher,,4804,"52.43 "
266,2080,School,,Snoqualmie Valley School District No. 410,Director District No. 4,10988,26077,"42.14 ",20,Marci Busby,,4331,"47.27 "
94,360,City,,City of Burien,Council Position No. 1,11443,27244,"42.00 ",30,Write-in,,19,"0.17 "
94,360,City,,City of Burien,Council Position No. 1,11443,27244,"42.00 ",20,Joel Manning,,5334,"48.76 "
94,360,City,,City of Burien,Council Position No. 1,11443,27244,"42.00 ",10,Pedro E. Olguin,,5586,"51.07 "
145,870,City,,City of Kirkland,Council Position No. 5,24287,54160,"44.84 ",20,Jory Hamilton,,6395,"30.75 "
145,870,City,,City of Kirkland,Council Position No. 5,24287,54160,"44.84 ",10,Amy Walen,,14335,"68.92 "
145,870,City,,City of Kirkland,Council Position No. 5,24287,54160,"44.84 ",30,Write-in,,68,"0.33 "
362,2921,Special Purpose District,Sewer & Water District,Soos Creek Water and Sewer District,Commissioner Position No. 1,24372,72771,"33.49 ",20,Write-in,,144,"0.90 "
362,2921,Special Purpose District,Sewer & Water District,Soos Creek Water and Sewer District,Commissioner Position No. 1,24372,72771,"33.49 ",10,Steve Pfaff,,15843,"99.10 "
234,1760,City,,Town of Yarrow Point,Council Position No. 5,401,834,"48.08 ",20,Write-in,,8,"2.94 "
234,1760,City,,Town of Yarrow Point,Council Position No. 5,401,834,"48.08 ",10,Steve Bush,,264,"97.06 "
128,700,City,,City of Issaquah,Council Position No. 1,8206,21420,"38.31 ",10,Christopher Reh,,4117,"57.82 "
128,700,City,,City of Issaquah,Council Position No. 1,8206,21420,"38.31 ",30,Write-in,,14,"0.20 "
128,700,City,,City of Issaquah,Council Position No. 1,8206,21420,"38.31 ",20,Bryan Weinstein,,2989,"41.98 "
336,2684,Special Purpose District,Water District,King County Water District No. 49,Commissioner Position No. 1,4077,8546,"47.71 ",20,Write-in,,39,"1.47 "
336,2684,Special Purpose District,Water District,King County Water District No. 49,Commissioner Position No. 1,4077,8546,"47.71 ",10,Ray Brickell,,2608,"98.53 "
107,490,City,,City of Des Moines,Council Position No. 3,6258,17174,"36.44 ",20,JC Harris,,1894,"33.60 "
107,490,City,,City of Des Moines,Council Position No. 3,6258,17174,"36.44 ",10,Vic Pennington,,3730,"66.17 "
107,490,City,,City of Des Moines,Council Position No. 3,6258,17174,"36.44 ",30,Write-in,,13,"0.23 "
342,2840,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 5,16856,30545,"55.18 ",30,Write-in,,47,"0.36 "
342,2840,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 5,16856,30545,"55.18 ",10,Nicole Griffiths,,4531,"35.14 "
342,2840,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 5,16856,30545,"55.18 ",20,Tim Schriever,,8316,"64.50 "
290,2320,Special Purpose District,Fire District,King County Fire Protection District No. 25,Commissioner Position No. 1,2037,5409,"37.66 ",20,Write-in,,24,"1.96 "
290,2320,Special Purpose District,Fire District,King County Fire Protection District No. 25,Commissioner Position No. 1,2037,5409,"37.66 ",10,Marcus Morrell,,1201,"98.04 "
282,2240,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 4,348,816,"42.65 ",10,Britt D. Kauffman,,143,"56.08 "
282,2240,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 4,348,816,"42.65 ",20,Edward (Ed) Egan,,112,"43.92 "
282,2240,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 4,348,816,"42.65 ",30,Write-in,,0,"0.00 "
173,1150,City,,City of Normandy Park,Council Position No. 6,2476,4954,"49.98 ",30,Write-in,,3,"0.13 "
173,1150,City,,City of Normandy Park,Council Position No. 6,2476,4954,"49.98 ",20,Kathleen Quong-Vermeire,,961,"42.96 "
173,1150,City,,City of Normandy Park,Council Position No. 6,2476,4954,"49.98 ",10,Patrick McDonald,,1273,"56.91 "
378,3200,Special Purpose District,Park District,Tukwila Pool Metropolitan Park District,Commissioner Position No. 5,3053,9172,"33.29 ",10,Ivan Cockrum,,586,"23.00 "
378,3200,Special Purpose District,Park District,Tukwila Pool Metropolitan Park District,Commissioner Position No. 5,3053,9172,"33.29 ",30,Write-in,,15,"0.59 "
378,3200,Special Purpose District,Park District,Tukwila Pool Metropolitan Park District,Commissioner Position No. 5,3053,9172,"33.29 ",20,Aaron Shipman,,1947,"76.41 "
329,2710,Special Purpose District,Water District,King County Water District No. 119,Commissioner Position No. 1,1317,3155,"41.74 ",20,Write-in,,5,"0.63 "
329,2710,Special Purpose District,Water District,King County Water District No. 119,Commissioner Position No. 1,1317,3155,"41.74 ",10,Terry Olson,,784,"99.37 "
295,2370,Special Purpose District,Fire District,King County Fire Protection District No. 31,Commissioner Position No. 3,16,75,"21.33 ",10,Paul K. Reckamp,,12,"100.00 "
295,2370,Special Purpose District,Fire District,King County Fire Protection District No. 31,Commissioner Position No. 3,16,75,"21.33 ",20,Write-in,,0,"0.00 "
341,2830,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 1,16856,30545,"55.18 ",30,Write-in,,26,"0.20 "
341,2830,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 1,16856,30545,"55.18 ",10,Karen Steeb,,6986,"52.58 "
341,2830,Special Purpose District,Water District,Woodinville Water District,Commissioner Position No. 1,16856,30545,"55.18 ",20,Greg Fazzio,,6275,"47.23 "
66,80,County,,King County,Sheriff,546200,1279345,"42.69 ",20,John Urquhart,,216214,"43.12 "
66,80,County,,King County,Sheriff,546200,1279345,"42.69 ",30,Write-in,,1456,"0.29 "
66,80,County,,King County,Sheriff,546200,1279345,"42.69 ",10,Mitzi Johanknecht,,283745,"56.59 "
402,3191,Special Purpose District,Park District,Si View Metropolitan Park District,Proposition No. 1,4308,11601,"37.13 ",1,Yes,,3540,"85.96 "
402,3191,Special Purpose District,Park District,Si View Metropolitan Park District,Proposition No. 1,4308,11601,"37.13 ",2,No,,578,"14.04 "
261,2030,School,,Auburn School District No. 408,Director District No. 3,13802,42281,"32.64 ",10,Laurie Bishop,,9302,"98.60 "
261,2030,School,,Auburn School District No. 408,Director District No. 3,13802,42281,"32.64 ",20,Write-in,,132,"1.40 "
89,310,City,,City of Black Diamond,Council Position No. 4,1460,2885,"50.61 ",20,Erin Rose Stout,,924,"64.53 "
89,310,City,,City of Black Diamond,Council Position No. 4,1460,2885,"50.61 ",30,Write-in,,0,"0.00 "
89,310,City,,City of Black Diamond,Council Position No. 4,1460,2885,"50.61 ",10,Ed Hanrahan,,508,"35.47 "
199,1410,City,,City of Seattle,Council Position No. 9,224808,456871,"49.21 ",20,Pat Murakami,,58700,"28.87 "
199,1410,City,,City of Seattle,Council Position No. 9,224808,456871,"49.21 ",10,M. Lorena González,,143839,"70.75 "
199,1410,City,,City of Seattle,Council Position No. 9,224808,456871,"49.21 ",30,Write-in,,779,"0.38 "
60,20,State,,Legislative District No. 31,Representative Position No. 2,10459,27388,"38.19 ",30,Write-in,,10,"0.10 "
60,20,State,,Legislative District No. 31,Representative Position No. 2,10459,27388,"38.19 ",20,Nate Lowry,(Prefers Democratic Party),4058,"40.76 "
60,20,State,,Legislative District No. 31,Representative Position No. 2,10459,27388,"38.19 ",10,Morgan Irwin,(Prefers Republican Party),5888,"59.14 "
394,2,State,,State of Washington,Advisory Vote No. 17,546200,1279345,"42.69 ",2,Maintained,,258429,"51.44 "
394,2,State,,State of Washington,Advisory Vote No. 17,546200,1279345,"42.69 ",1,Repealed,,244005,"48.56 "
132,740,City,,City of Issaquah,Council Position No. 7,8206,21420,"38.31 ",10,Tola Marts,,5156,"98.06 "
132,740,City,,City of Issaquah,Council Position No. 7,8206,21420,"38.31 ",20,Write-in,,102,"1.94 "
83,250,City,,City of Bellevue,Council Position No. 2,31755,77551,"40.95 ",20,Randy Grein,,9710,"32.43 "
83,250,City,,City of Bellevue,Council Position No. 2,31755,77551,"40.95 ",30,Write-in,,40,"0.13 "
83,250,City,,City of Bellevue,Council Position No. 2,31755,77551,"40.95 ",10,Conrad Lee,,20190,"67.43 "
379,3210,Special Purpose District,Park District,Vashon-Maury Island Park & Recreation District,Commissioner Position No. 2,5072,8667,"58.52 ",20,Write-in,,27,"0.88 "
379,3210,Special Purpose District,Park District,Vashon-Maury Island Park & Recreation District,Commissioner Position No. 2,5072,8667,"58.52 ",10,Abby Antonelis,,3035,"99.12 "
88,300,City,,City of Black Diamond,Council Position No. 2,1460,2885,"50.61 ",20,Michelle Young,,469,"33.00 "
88,300,City,,City of Black Diamond,Council Position No. 2,1460,2885,"50.61 ",30,Write-in,,0,"0.00 "
88,300,City,,City of Black Diamond,Council Position No. 2,1460,2885,"50.61 ",10,Melissa C. Oglesbee,,952,"67.00 "
380,3220,Special Purpose District,Park District,Vashon-Maury Island Park & Recreation District,Commissioner Position No. 4,5072,8667,"58.52 ",10,Douglas Ostrom,,2687,"65.22 "
380,3220,Special Purpose District,Park District,Vashon-Maury Island Park & Recreation District,Commissioner Position No. 4,5072,8667,"58.52 ",20,Nick Keenan,,1422,"34.51 "
380,3220,Special Purpose District,Park District,Vashon-Maury Island Park & Recreation District,Commissioner Position No. 4,5072,8667,"58.52 ",30,Write-in,,11,"0.27 "
71,130,County,,Metropolitan King County Council District No. 9,Council District No. 9,51851,144257,"35.94 ",20,Denice Carnahan,,16175,"34.23 "
71,130,County,,Metropolitan King County Council District No. 9,Council District No. 9,51851,144257,"35.94 ",30,Write-in,,87,"0.18 "
71,130,County,,Metropolitan King County Council District No. 9,Council District No. 9,51851,144257,"35.94 ",10,Reagan Dunn,,30985,"65.58 "
159,1010,City,,City of Mercer Island,Council Position No. 2,8754,17663,"49.56 ",20,Write-in,,124,"2.04 "
159,1010,City,,City of Mercer Island,Council Position No. 2,8754,17663,"49.56 ",10,Salim Nice,,5962,"97.96 "
401,2611,Special Purpose District,Fire District,Vashon Island Fire and Rescue,Proposition No. 1,5072,8667,"58.52 ",2,Rejected,,1624,"33.22 "
401,2611,Special Purpose District,Fire District,Vashon Island Fire and Rescue,Proposition No. 1,5072,8667,"58.52 ",1,Approved,,3265,"66.78 "
388,3300,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 3,2236,5162,"43.32 ",20,Write-in,,17,"1.25 "
388,3300,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 3,2236,5162,"43.32 ",10,Rick Whitney,,1343,"98.75 "
85,270,City,,City of Bellevue,Council Position No. 5,31755,77551,"40.95 ",20,Phillip Yin,,11564,"38.90 "
85,270,City,,City of Bellevue,Council Position No. 5,31755,77551,"40.95 ",10,Janice Zahn,,18119,"60.95 "
85,270,City,,City of Bellevue,Council Position No. 5,31755,77551,"40.95 ",30,Write-in,,46,"0.15 "
330,2720,Special Purpose District,Water District,King County Water District No. 123,Commissioner Position No. 1,58,150,"38.67 ",10,Steve Carlson,,38,"97.44 "
330,2720,Special Purpose District,Water District,King County Water District No. 123,Commissioner Position No. 1,58,150,"38.67 ",20,Write-in,,1,"2.56 "
332,2740,Special Purpose District,Water District,King County Water District No. 125,Commissioner Position No. 3,2275,7707,"29.52 ",20,Write-in,,29,"1.94 "
332,2740,Special Purpose District,Water District,King County Water District No. 125,Commissioner Position No. 3,2275,7707,"29.52 ",10,John Thompson,,1463,"98.06 "
392,3340,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 7,2236,5162,"43.32 ",20,Write-in,,16,"1.23 "
392,3340,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 7,2236,5162,"43.32 ",10,Brian D. Gawthrop,,1287,"98.77 "
150,920,City,,City of Lake Forest Park,Council Position No. 5,4786,10032,"47.71 ",20,Write-in,,46,"1.44 "
150,920,City,,City of Lake Forest Park,Council Position No. 5,4786,10032,"47.71 ",10,Mark Phillips,,3157,"98.56 "
348,2900,Special Purpose District,Sewer & Water District,Sammamish Plateau Water and Sewer District,Commissioner Position No. 1,15879,37212,"42.67 ",20,Write-in,,102,"1.03 "
348,2900,Special Purpose District,Sewer & Water District,Sammamish Plateau Water and Sewer District,Commissioner Position No. 1,15879,37212,"42.67 ",10,Tom Harman,,9774,"98.97 "
224,682,City,,Town of Hunts Point,Council Position No. 1,199,362,"54.97 ",10,Ken Fisher,,150,"96.77 "
224,682,City,,Town of Hunts Point,Council Position No. 1,199,362,"54.97 ",20,Write-in,,5,"3.23 "
153,950,City,,City of Maple Valley,Council Position No. 4,5964,16043,"37.18 ",10,Erin M. Weaver,,3298,"65.50 "
153,950,City,,City of Maple Valley,Council Position No. 4,5964,16043,"37.18 ",20,William Prince,,1727,"34.30 "
153,950,City,,City of Maple Valley,Council Position No. 4,5964,16043,"37.18 ",30,Write-in,,10,"0.20 "
188,1300,City,,City of Renton,Municipal Court Judge,15112,52698,"28.68 ",20,Write-in,,227,"2.29 "
188,1300,City,,City of Renton,Municipal Court Judge,15112,52698,"28.68 ",10,Terry L. Jurado,,9684,"97.71 "
298,2400,Special Purpose District,Fire District,King County Fire Protection District No. 37,Commissioner Position No. 1,4915,16005,"30.71 ",10,Allan Barrie,,3111,"98.73 "
298,2400,Special Purpose District,Fire District,King County Fire Protection District No. 37,Commissioner Position No. 1,4915,16005,"30.71 ",20,Write-in,,40,"1.27 "
272,2140,School,,Lake Washington School District No. 414,Director District No. 4,53637,112597,"47.64 ",10,Mark W. Stuart,,32578,"98.70 "
272,2140,School,,Lake Washington School District No. 414,Director District No. 4,53637,112597,"47.64 ",20,Write-in,,429,"1.30 "
335,2683,Special Purpose District,Water District,King County Water District No. 45,Commissioner Position No. 1,538,1892,"28.44 ",20,Write-in,,8,"2.06 "
335,2683,Special Purpose District,Water District,King County Water District No. 45,Commissioner Position No. 1,538,1892,"28.44 ",10,Loretta Brittenham,,380,"97.94 "
248,1900,School,,Vashon Island School District No. 402,Director Position No. 4,5072,8667,"58.52 ",10,Steve Ellison,,1938,"44.61 "
248,1900,School,,Vashon Island School District No. 402,Director Position No. 4,5072,8667,"58.52 ",20,Spring Hecht,,2398,"55.20 "
248,1900,School,,Vashon Island School District No. 402,Director Position No. 4,5072,8667,"58.52 ",30,Write-in,,8,"0.18 "
169,1110,City,,City of Newcastle,Council Position No. 7,2733,7119,"38.39 ",20,Write-in,,55,"2.83 "
169,1110,City,,City of Newcastle,Council Position No. 7,2733,7119,"38.39 ",10,Tom Magers,,1889,"97.17 "
299,2410,Special Purpose District,Fire District,King County Fire Protection District No. 37,Commissioner Position No. 3,4915,16005,"30.71 ",10,Margaret L. Harto,,3170,"98.54 "
299,2410,Special Purpose District,Fire District,King County Fire Protection District No. 37,Commissioner Position No. 3,4915,16005,"30.71 ",20,Write-in,,47,"1.46 "
324,2660,Special Purpose District,Water District,Fall City Water District,Commissioner Position No. 1,727,1748,"41.59 ",20,Write-in,,3,"0.64 "
324,2660,Special Purpose District,Water District,Fall City Water District,Commissioner Position No. 1,727,1748,"41.59 ",10,Eric Soderman,,467,"99.36 "
78,200,City,,City of Algona,Council Position No. 4,359,1530,"23.46 ",20,Write-in,,10,"3.65 "
78,200,City,,City of Algona,Council Position No. 4,359,1530,"23.46 ",10,Dawn M. Dofelmire,,264,"96.35 "
141,830,City,,City of Kent,Municipal Court Judge Position No. 2,19423,61380,"31.64 ",20,Write-in,,129,"0.97 "
141,830,City,,City of Kent,Municipal Court Judge Position No. 2,19423,61380,"31.64 ",10,Glenn M. Phillips,,13227,"99.03 "
227,1451,City,,Town of Skykomish,Mayor,57,116,"49.14 ",20,Write-in,,5,"9.80 "
227,1451,City,,Town of Skykomish,Mayor,57,116,"49.14 ",10,Alan A. (Tony) Grider,,46,"90.20 "
377,3190,Special Purpose District,Park District,Si View Metropolitan Park District,Commissioner Position No. 1,4308,11601,"37.13 ",20,Write-in,,31,"1.12 "
377,3190,Special Purpose District,Park District,Si View Metropolitan Park District,Commissioner Position No. 1,4308,11601,"37.13 ",10,Amy McGhee,,2725,"98.88 "
144,860,City,,City of Kirkland,Council Position No. 3,24287,54160,"44.84 ",10,Penny Sweet,,15909,"98.01 "
144,860,City,,City of Kirkland,Council Position No. 3,24287,54160,"44.84 ",20,Write-in,,323,"1.99 "
75,170,Port,,Port of Seattle,Commissioner Position No. 3,546200,1279345,"42.69 ",10,Stephanie Bowman,,286972,"61.09 "
75,170,Port,,Port of Seattle,Commissioner Position No. 3,546200,1279345,"42.69 ",30,Write-in,,1785,"0.38 "
75,170,Port,,Port of Seattle,Commissioner Position No. 3,546200,1279345,"42.69 ",20,Ahmed Abdi,,181024,"38.53 "
197,1390,City,,City of Seattle,City Attorney,224808,456871,"49.21 ",20,Scott Lindsay,,50171,"24.90 "
197,1390,City,,City of Seattle,City Attorney,224808,456871,"49.21 ",30,Write-in,,1203,"0.60 "
197,1390,City,,City of Seattle,City Attorney,224808,456871,"49.21 ",10,Pete Holmes,,150129,"74.50 "
387,3290,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 2,2236,5162,"43.32 ",10,Betsy Pringle,,1328,"99.10 "
387,3290,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 2,2236,5162,"43.32 ",20,Write-in,,12,"0.90 "
354,2960,Special Purpose District,Sewer & Water District,Vashon Sewer District,Commissioner Position No. 1,368,745,"49.40 ",20,Write-in,,3,"1.42 "
354,2960,Special Purpose District,Sewer & Water District,Vashon Sewer District,Commissioner Position No. 1,368,745,"49.40 ",10,"Lyle E. Harris, Jr.",,209,"98.58 "
77,190,City,,City of Algona,Council Position No. 2,359,1530,"23.46 ",10,Lynda L. Osborn,,274,"97.16 "
77,190,City,,City of Algona,Council Position No. 2,359,1530,"23.46 ",20,Write-in,,8,"2.84 "
321,2630,Special Purpose District,Water District,Coal Creek Utility District,Commissioner Position No. 1,3048,8194,"37.20 ",10,Pam Martin,,1338,"52.47 "
321,2630,Special Purpose District,Water District,Coal Creek Utility District,Commissioner Position No. 1,3048,8194,"37.20 ",30,Write-in,,3,"0.12 "
321,2630,Special Purpose District,Water District,Coal Creek Utility District,Commissioner Position No. 1,3048,8194,"37.20 ",20,Suzi O'Byrne,,1209,"47.41 "
163,1050,City,,City of Milton,Council Position No. 1,348,816,"42.65 ",10,Steve Whitaker,,178,"58.36 "
163,1050,City,,City of Milton,Council Position No. 1,348,816,"42.65 ",20,Thomas (Tom) Boyle,,127,"41.64 "
163,1050,City,,City of Milton,Council Position No. 1,348,816,"42.65 ",30,Write-in,,0,"0.00 "
189,1310,City,,City of Sammamish,Council Position No. 1,16384,36136,"45.34 ",20,Mark Baughman,,6284,"42.66 "
189,1310,City,,City of Sammamish,Council Position No. 1,16384,36136,"45.34 ",30,Write-in,,18,"0.12 "
189,1310,City,,City of Sammamish,Council Position No. 1,16384,36136,"45.34 ",10,Jason Ritchie,,8430,"57.22 "
280,2220,School,,Northshore School District No. 417,Director District No. 4,25250,54396,"46.42 ",10,Sandy R. Hayes,,15763,"99.00 "
280,2220,School,,Northshore School District No. 417,Director District No. 4,25250,54396,"46.42 ",20,Write-in,,160,"1.00 "
231,1730,City,,Town of Yarrow Point,Mayor,401,834,"48.08 ",20,Write-in,,46,"14.79 "
231,1730,City,,Town of Yarrow Point,Mayor,401,834,"48.08 ",10,Dicker Cahill,,265,"85.21 "
386,3280,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 1,2236,5162,"43.32 ",20,Write-in,,17,"1.27 "
386,3280,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 1,2236,5162,"43.32 ",10,Bill Goggins,,1323,"98.73 "
374,3160,Special Purpose District,Park District,Des Moines Pool Metropolitan Park District,Commissioner Position No. 3,6258,17174,"36.44 ",20,Write-in,,50,"1.28 "
374,3160,Special Purpose District,Park District,Des Moines Pool Metropolitan Park District,Commissioner Position No. 3,6258,17174,"36.44 ",10,Shane Young,,3842,"98.72 "
143,850,City,,City of Kirkland,Council Position No. 2,24287,54160,"44.84 ",10,Tom Neir,,15944,"98.50 "
143,850,City,,City of Kirkland,Council Position No. 2,24287,54160,"44.84 ",20,Write-in,,242,"1.50 "
